Datetime,Timestep,Calling Point,zn_soft1_temp,zn_finance1_temp,air_loop_fan_electric_power,air_loop_fan_mass_flow,Indoor_CO2_zn0,Indoor_CO2_zn1,air_loop_fan_mass_flow_actuator,oa_rh,oa_db,oa_pa,sun_up,rain,snow,wind_dir,wind_speed
2019-01-01 06:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.523737312942657,17.52230729046913,262.33748438143925,0.675000011920929,423.70634208472114,447.26091634169705,0.675000011920929,74.5,7.5,100563.5,False,True,False,275.0,13.9
2019-01-01 06:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.523335813387614,17.521655580472032,262.33748438143925,0.675000011920929,423.7029753557285,447.2534824266313,0.675000011920929,74.75,7.5,100543.75,False,True,False,272.5,14.15
2019-01-01 07:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.525092519145232,17.52317883096794,262.33748438143925,0.675000011920929,423.70091578703193,447.2495883346787,0.675000011920929,75.0,7.5,100524.0,False,True,False,270.0,14.4
2019-01-01 07:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.525206749596375,17.521657564686663,262.33748438143925,0.675000011920929,423.69957968148447,447.24742855635645,0.675000011920929,75.0,7.375,100506.25,False,True,False,272.5,14.8
2019-01-01 07:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.51977381488453,17.517254178825286,262.33748438143925,0.675000011920929,423.69809491864254,447.24445545313273,0.675000011920929,75.0,7.25,100488.5,False,True,False,275.0,15.2
2019-01-01 07:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.51207965692417,17.51112630765455,262.33748438143925,0.675000011920929,423.6960797374847,447.23970317890934,0.675000011920929,75.0,7.125,100470.75,False,True,False,277.5,15.6
2019-01-01 08:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.50672906684507,17.504318791521136,262.33748438143925,0.675000011920929,423.69348462456236,447.23332943897674,0.675000011920929,75.0,7.0,100453.0,False,True,False,280.0,16.0
2019-01-01 08:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.50090692629382,17.497109836042373,262.33748438143925,0.675000011920929,423.69040833096983,447.22582442418,0.675000011920929,74.5,7.0,100450.5,False,True,False,280.0,15.6
2019-01-01 08:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.501452814478252,17.496879641415717,262.33748438143925,0.675000011920929,423.6876601259572,447.2193909061957,0.675000011920929,74.0,7.0,100448.0,False,True,False,280.0,15.2
2019-01-01 08:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.500632814707156,17.49796312477435,262.33748438143925,0.675000011920929,423.6856287740303,447.21489658613496,0.675000011920929,73.5,7.0,100445.5,False,True,False,280.0,14.8
2019-01-01 09:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.500680678869834,17.497328925716644,262.33748438143925,0.675000011920929,423.68429009878867,447.2121815158893,0.675000011920929,73.0,7.0,100443.0,True,True,False,280.0,14.4
2019-01-01 09:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.500158024768158,17.495607781821004,262.33748438143925,0.675000011920929,423.6834789595811,447.2107564240426,0.675000011920929,72.5,6.95,100443.0,True,True,False,280.0,14.525
2019-01-01 09:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.498968810047284,17.496664259726906,262.33748438143925,0.675000011920929,423.6828983746277,447.20967101807,0.675000011920929,72.0,6.9,100443.0,True,True,False,280.0,14.65
2019-01-01 09:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.497210853421223,17.49218870866276,262.33748438143925,0.675000011920929,423.68239477071324,447.2086101825537,0.675000011920929,71.5,6.85,100443.0,True,True,False,280.0,14.775
2019-01-01 10:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.492097440004454,17.490986635612252,262.33748438143925,0.675000011920929,423.681962889098,447.2074898450458,0.675000011920929,71.0,6.8,100443.0,True,True,False,280.0,14.9
2019-01-01 10:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.488532928225297,17.48907911877654,262.33748438143925,0.675000011920929,423.68160428372556,447.2063608818195,0.675000011920929,71.25,6.7749999999999995,100445.5,True,True,False,280.0,15.025
2019-01-01 10:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.48548449829758,17.485093625807796,262.33748438143925,0.675000011920929,423.6815043216521,447.20584529484785,0.675000011920929,71.5,6.75,100448.0,True,True,False,280.0,15.15
2019-01-01 10:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.481813632341705,17.48476233406397,262.33748438143925,0.675000011920929,423.68169676137165,447.2059570139746,0.675000011920929,71.75,6.7250000000000005,100450.5,True,True,False,280.0,15.275
2019-01-01 11:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.47724014800974,17.481220297407845,262.33748438143925,0.675000011920929,423.6821032536535,447.20648253523245,0.675000011920929,72.0,6.7,100453.0,True,True,False,280.0,15.4
2019-01-01 11:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.474910671304237,17.480921406564917,262.33748438143925,0.675000011920929,423.6825919330238,447.20707449514094,0.675000011920929,71.5,6.7,100458.0,True,True,False,280.0,15.4
2019-01-01 11:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.474834471096425,17.48209903005829,262.33748438143925,0.675000011920929,423.6831439604305,447.2077318739236,0.675000011920929,71.0,6.7,100463.0,True,True,False,280.0,15.4
2019-01-01 11:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.47408756446247,17.47905249293566,262.33748438143925,0.675000011920929,423.6837819524318,447.2086557318893,0.675000011920929,70.5,6.7,100468.0,True,True,False,280.0,15.4
2019-01-01 12:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.47596177516893,17.47815122123215,262.33748438143925,0.675000011920929,423.68449968253356,447.2099100022863,0.675000011920929,70.0,6.7,100473.0,True,True,False,280.0,15.4
2019-01-01 12:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.47728723864583,17.479487895186043,262.33748438143925,0.675000011920929,423.68530025613387,447.211430041978,0.675000011920929,69.25,6.7,100453.0,True,True,False,280.0,15.675
2019-01-01 12:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.477099428685797,17.477600905491457,262.33748438143925,0.675000011920929,423.6856811258971,447.21204472853617,0.675000011920929,68.5,6.7,100433.0,True,True,False,280.0,15.95
2019-01-01 12:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.4777294456626,17.47827515035094,262.33748438143925,0.675000011920929,423.6854302704999,447.2112701505775,0.675000011920929,67.75,6.7,100413.0,True,True,False,280.0,16.225
2019-01-01 13:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.4756842082474,17.47652496493258,262.33748438143925,0.675000011920929,423.68463516902153,447.2093518676226,0.675000011920929,67.0,6.7,100393.0,True,True,False,280.0,16.5
2019-01-01 13:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.474557783057012,17.474948455680916,262.33748438143925,0.675000011920929,423.6834505806212,447.2067034562418,0.675000011920929,67.5,6.6000000000000005,100385.5,True,True,False,280.0,16.375
2019-01-01 13:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.467941129349768,17.467670981463762,262.33748438143925,0.675000011920929,423.6820124827016,447.20350678768784,0.675000011920929,68.0,6.5,100378.0,True,True,False,280.0,16.25
2019-01-01 13:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.459018409739414,17.457835670316403,262.33748438143925,0.675000011920929,423.6803951111694,447.1998500514939,0.675000011920929,68.5,6.3999999999999995,100370.5,True,True,False,280.0,16.125
2019-01-01 14:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.44889205716416,17.44755235711617,262.33748438143925,0.675000011920929,423.67862031041244,447.195745101921,0.675000011920929,69.0,6.3,100363.0,True,True,False,280.0,16.0
2019-01-01 14:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.439828292136525,17.436990400681413,262.33748438143925,0.675000011920929,423.67667041912114,447.191193565851,0.675000011920929,69.0,6.199999999999999,100343.0,True,True,False,282.5,15.85
2019-01-01 14:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.429058268874744,17.420626185744144,262.33748438143925,0.675000011920929,423.67426886428245,447.1857056531353,0.675000011920929,69.0,6.1,100323.0,True,True,False,285.0,15.7
2019-01-01 14:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.41697650065074,17.40275659831321,262.33748438143925,0.675000011920929,423.6713474329,447.17924323469435,0.675000011920929,69.0,6.000000000000001,100303.0,True,True,False,287.5,15.55
2019-01-01 15:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.404345311426194,17.416113924918786,262.33748438143925,0.675000011920929,423.6679956322848,447.17125277236664,0.675000011920929,69.0,5.9,100283.0,True,True,False,290.0,15.4
2019-01-01 15:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.40160110571005,17.405808121711743,262.33748438143925,0.675000011920929,423.6642341966518,447.16232479752216,0.675000011920929,69.25,5.875000000000001,100295.25,True,True,False,290.0,15.15
2019-01-01 15:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.407120000367087,17.392955173290044,262.33748438143925,0.675000011920929,423.66099255262634,447.1554329914876,0.675000011920929,69.5,5.85,100307.5,True,True,False,290.0,14.9
2019-01-01 15:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.417114728422032,17.406511807554693,262.33748438143925,0.675000011920929,423.65864547855927,447.1510051431301,0.675000011920929,69.75,5.824999999999999,100319.75,False,True,False,290.0,14.65
2019-01-01 16:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.42468631815951,17.42147791423385,262.33748438143925,0.675000011920929,423.65714496362,447.1483285841756,0.675000011920929,70.0,5.8,100332.0,False,True,False,290.0,14.4
2019-01-01 16:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.429188406690223,17.426359451706002,262.33748438143925,0.675000011920929,423.6563123997219,447.14689292341916,0.675000011920929,70.5,5.824999999999999,100347.0,False,True,False,290.0,13.5
2019-01-01 16:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.432548691310604,17.428396018919,262.33748438143925,0.675000011920929,423.6562328087758,447.1470851761415,0.675000011920929,71.0,5.85,100362.0,False,True,False,290.0,12.600000000000001
2019-01-01 16:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.43511950039564,17.432290117839422,262.33748438143925,0.675000011920929,423.6568585315787,447.1487933401327,0.675000011920929,71.5,5.875000000000001,100377.0,False,True,False,290.0,11.700000000000001
2019-01-01 17:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.43928128649241,17.433815231705605,262.33748438143925,0.675000011920929,423.6580126060088,447.1516420360413,0.675000011920929,72.0,5.9,100392.0,False,True,False,290.0,10.8
2019-01-01 17:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.439089115295523,17.434402055572345,262.33748438143925,0.675000011920929,423.6595583866179,447.1552331256217,0.675000011920929,69.75,6.000000000000001,100419.5,False,True,False,290.0,11.05
2019-01-01 17:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.446457222640092,17.443062954712786,262.33748438143925,0.675000011920929,423.66167932211374,447.15998730411724,0.675000011920929,67.5,6.1,100447.0,False,True,False,290.0,11.3
2019-01-01 17:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.452343150414805,17.44628684577639,262.33748438143925,0.675000011920929,423.66453994922404,447.16644161453064,0.675000011920929,65.25,6.199999999999999,100474.5,False,False,False,290.0,11.55
2019-01-01 18:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.456916605913186,17.4517988861201,262.33748438143925,0.675000011920929,423.66822118272125,447.174768445982,0.675000011920929,63.0,6.3,100502.0,False,False,False,290.0,11.8
2019-01-01 18:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.46069713020631,17.457418735569735,262.33748438143925,0.675000011920929,423.6727276916903,447.18489297154184,0.675000011920929,61.5,6.2749999999999995,100547.0,False,False,False,292.5,11.425
2019-01-01 18:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.459386773392303,17.456187769959858,262.33748438143925,0.675000011920929,423.6779817933248,447.1963866976384,0.675000011920929,60.0,6.25,100592.0,False,False,False,295.0,11.05
2019-01-01 18:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.46113965035105,17.45826339245669,262.33748438143925,0.675000011920929,423.68385118481325,447.20881695749,0.675000011920929,58.5,6.2250000000000005,100637.0,False,False,False,297.5,10.675
2019-01-01 19:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.459815856900583,17.457221824917525,262.33748438143925,0.675000011920929,423.6902551061576,447.2220051639147,0.675000011920929,57.0,6.2,100682.0,False,False,False,300.0,10.3
2019-01-01 19:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.459373211135308,17.456444901438395,262.33748438143925,0.675000011920929,423.69711129749396,447.23583362389326,0.675000011920929,56.75,6.075,100711.75,False,False,False,300.0,10.3
2019-01-01 19:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.452595471033355,17.448217173155584,262.33748438143925,0.675000011920929,423.70379638880587,447.24882131416365,0.675000011920929,56.5,5.95,100741.5,False,True,False,300.0,10.3
2019-01-01 19:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.447794044717735,17.444066956174144,262.33748438143925,0.675000011920929,423.7099480461407,447.2601218753517,0.675000011920929,56.25,5.825,100771.25,False,True,False,300.0,10.3
2019-01-01 20:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.443608504394767,17.438834537920727,262.33748438143925,0.675000011920929,423.7154911737869,447.2697052917849,0.675000011920929,56.0,5.7,100801.0,False,True,False,300.0,10.3
2019-01-01 20:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.439857749970592,17.434415267348164,262.33748438143925,0.675000011920929,423.72048517307746,447.27785832567514,0.675000011920929,56.25,5.550000000000001,100835.75,False,True,False,300.0,10.05
2019-01-01 20:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.431226248571754,17.42964973043658,262.33748438143925,0.675000011920929,423.7251072805303,447.284958938039,0.675000011920929,56.5,5.4,100870.5,False,True,False,300.0,9.8
2019-01-01 20:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.42717352706355,17.421086840987137,262.33748438143925,0.675000011920929,423.72940841361935,447.29133290393105,0.675000011920929,56.75,5.25,100905.25,False,True,False,300.0,9.55
2019-01-01 21:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.42052985186652,17.413363186544014,262.33748438143925,0.675000011920929,423.73342548816,447.2971100481603,0.675000011920929,57.0,5.1,100940.0,False,True,False,300.0,9.3
2019-01-01 21:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.41360407282394,17.407351667091245,262.33748438143925,0.675000011920929,423.7371850882346,447.3023001546821,0.675000011920929,57.5,5.074999999999999,100958.5,False,True,False,300.0,9.175
2019-01-01 21:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.4113899366075,17.407530799511488,262.33748438143925,0.675000011920929,423.74082748641007,447.30741516105934,0.675000011920929,58.0,5.05,100977.0,False,True,False,300.0,9.05
2019-01-01 21:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.40930261247444,17.405713255361537,262.33748438143925,0.675000011920929,423.74439189040464,447.3126618034938,0.675000011920929,58.5,5.025,100995.5,False,True,False,300.0,8.925
2019-01-01 22:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.409555770310806,17.403844169693624,262.33748438143925,0.675000011920929,423.747821440974,447.31794270588813,0.675000011920929,59.0,5.0,101014.0,False,True,False,300.0,8.8
2019-01-01 22:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.408381438324536,17.40333642230187,262.33748438143925,0.675000011920929,423.7510776207702,447.3230513069919,0.675000011920929,58.25,5.025,101052.75,False,True,False,302.5,9.05
2019-01-01 22:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.412254662950385,17.40734026777935,262.33748438143925,0.675000011920929,423.75462035750485,447.3290176100072,0.675000011920929,57.5,5.05,101091.5,False,True,False,305.0,9.3
2019-01-01 22:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.413091618303845,17.407925620840395,262.33748438143925,0.675000011920929,423.75873288535956,447.33646906596226,0.675000011920929,56.75,5.074999999999999,101130.25,False,True,False,307.5,9.55
2019-01-01 23:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.412923837478292,17.41044587047102,262.33748438143925,0.675000011920929,423.76346847303824,447.34539337196054,0.675000011920929,56.0,5.1,101169.0,False,True,False,310.0,9.8
2019-01-01 23:15:00,1,callback_begin_zone_timestep_before_init_heat_balance,17.413969775618213,17.410336082938105,262.33748438143925,0.675000011920929,423.76874606361736,447.3555955834906,0.675000011920929,55.0,5.3,101196.75,False,True,False,312.5,10.05
2019-01-01 23:30:00,2,callback_begin_zone_timestep_before_init_heat_balance,17.426833052573407,17.42005753000386,262.33748438143925,0.675000011920929,423.7747756396269,447.367905565959,0.675000011920929,54.0,5.5,101224.5,False,True,False,315.0,10.3
2019-01-01 23:45:00,3,callback_begin_zone_timestep_before_init_heat_balance,17.43426817958895,17.429454976335194,262.33748438143925,0.675000011920929,423.78164188368413,447.3824471233597,0.675000011920929,53.0,5.700000000000001,101252.25,False,True,False,317.5,10.55
2019-01-02 00:00:00,4,callback_begin_zone_timestep_before_init_heat_balance,17.444640557723748,17.438383132191912,262.33748438143925,0.675000011920929,423.7892149857991,447.3987935638248,0.675000011920929,52.0,5.9,101280.0,False,True,False,320.0,10.8
